100075.jpg ;13.7928;0.82602
100080.jpg ;16.1621;0.90687
100098.jpg ;7.95026;0.55616
103041.jpg ;13.938;0.9293
104022.jpg ;13.8702;0.92892
105019.jpg ;14.9131;0.99333
105053.jpg ;13.9043;0.74982
106020.jpg ;11.8581;0.92096
106025.jpg ;16.1458;0.97564
108041.jpg ;11.9471;0.84574
108073.jpg ;13.6567;0.76285
109034.jpg ;10.9444;0.96424
112082.jpg ;10.8759;0.68056
113009.jpg ;13.9761;0.77777
113016.jpg ;13.0481;0.86212
113044.jpg ;11.1658;0.64563
117054.jpg ;10.0807;0.69274
118020.jpg ;13.7734;0.92704
118035.jpg ;11.7347;0.78277
12003.jpg  ;12.1682;0.77451
12074.jpg  ;13.709;0.81338
122048.jpg ;6.95442;0.99882
124084.jpg ;8.85578;0.92795
126039.jpg ;11.909;0.75187
130034.jpg ;11.6957;0.87393
134008.jpg ;15.9631;0.77331
134052.jpg ;13.8236;0.72625
135037.jpg ;13.8741;0.85857
135069.jpg ;14.9302;0.93991
138032.jpg ;11.7235;0.97751
138078.jpg ;13.8576;0.95438
140055.jpg ;15.6419;0.87741
140075.jpg ;9.11763;0.70403
144067.jpg ;7.20313;0.71009
145014.jpg ;10.3856;0.68206
145053.jpg ;9.59926;0.66193
147021.jpg ;6.72454;0.59745
147062.jpg ;7.29366;0.55419
15004.jpg  ;9.66313;0.8742
15088.jpg  ;12.8877;0.86016
151087.jpg ;12.4548;0.84834
153077.jpg ;4.60676;0.37862
153093.jpg ;6.79259;0.67285
155060.jpg ;12.1179;0.77728
156079.jpg ;15.3625;0.83093
157036.jpg ;9.94077;0.86367
159029.jpg ;11.6925;0.95045
159045.jpg ;11.2974;0.98869
159091.jpg ;12.4597;0.87915
16052.jpg  ;13.6587;0.7467
161062.jpg ;13.2981;0.74815
163014.jpg ;11.8986;0.70744
163062.jpg ;13.81;0.76667
164074.jpg ;6.72373;0.67833
166081.jpg ;13.7694;0.81489
169012.jpg ;11.8522;0.92765
170054.jpg ;11.3761;0.69278
172032.jpg ;13.0403;0.76586
173036.jpg ;13.6449;0.90772
176019.jpg ;11.5378;0.69961
176035.jpg ;13.1883;0.84771
176039.jpg ;12.7893;0.76715
178054.jpg ;13.7977;0.81306
181018.jpg ;14.4393;0.95603
181079.jpg ;12.1311;0.82383
181091.jpg ;7.93479;0.84928
183055.jpg ;12.2722;0.74557
183087.jpg ;12.8875;0.8349
187003.jpg ;14.0306;0.99704
187029.jpg ;11.4421;0.76381
187039.jpg ;11.9068;0.67807
187071.jpg ;12.4907;0.88007
187083.jpg ;13.5945;0.98435
188005.jpg ;11.5343;0.98187
188063.jpg ;13.8012;0.82599
188091.jpg ;16.2595;0.95727
189003.jpg ;7.49171;0.74536
189011.jpg ;12.7283;0.81034
196015.jpg ;13.4061;0.98546
198004.jpg ;14.2375;0.91609
198023.jpg ;9.10206;0.97739
198054.jpg ;9.49977;0.80691
20008.jpg  ;14.4605;0.89464
202012.jpg ;11.4907;0.79569
207056.jpg ;21.7085;0.88346
209070.jpg ;11.9018;0.73101
2092.jpg   ;14.0782;0.98481
216041.jpg ;14.8509;0.94235
216053.jpg ;12.1161;0.72054
216066.jpg ;11.81;0.70762
22013.jpg  ;2.31034;0.60984
22090.jpg  ;12.982;0.77048
22093.jpg  ;13.9159;0.90052
225017.jpg ;13.2997;0.94038
227040.jpg ;14.3219;0.97087
227046.jpg ;10.6725;0.66574
23025.jpg  ;9.62936;0.90274
23080.jpg  ;12.6607;0.91403
23084.jpg  ;7.04638;0.65768
231015.jpg ;13.087;0.95065
232038.jpg ;11.5194;0.7675
236017.jpg ;14.2408;0.97769
238011.jpg ;13.5927;0.77915
239007.jpg ;10.8903;0.75005
239096.jpg ;6.94835;0.61791
24004.jpg  ;12.6872;0.93447
24063.jpg  ;11.9577;0.73376
242078.jpg ;12.6545;0.93857
245051.jpg ;11.9534;0.87402
246016.jpg ;13.2549;0.83772
246053.jpg ;15.8623;0.73399
247085.jpg ;14.0732;0.90372
249061.jpg ;11.862;0.76711
249087.jpg ;10.3121;0.66417
25098.jpg  ;9.76007;0.90007
253036.jpg ;14.2364;0.94807
254033.jpg ;12.4674;0.92164
254054.jpg ;12.6075;0.84018
260081.jpg ;11.9824;0.8305
26031.jpg  ;7.78969;0.92318
268002.jpg ;11.7259;0.70267
27059.jpg  ;11.9279;0.6894
271008.jpg ;11.9921;0.78298
271031.jpg ;13.7192;0.76971
274007.jpg ;11.8359;0.84132
277095.jpg ;11.5707;0.748
28075.jpg  ;16.0694;0.96984
28096.jpg  ;14.8416;0.92457
285036.jpg ;13.2569;0.77302
286092.jpg ;13.421;0.82707
292066.jpg ;12.7381;0.81115
293029.jpg ;14.1658;0.91454
299091.jpg ;14.6472;0.82697
301007.jpg ;4.4674;0.59281
302003.jpg ;7.71599;0.71607
309004.jpg ;13.9202;0.96569
310007.jpg ;13.5612;0.88653
311068.jpg ;11.8582;0.72745
311081.jpg ;10.5045;0.66528
314016.jpg ;12.2603;0.91391
317080.jpg ;2.29831;0.82769
323016.jpg ;2.49761;0.62935
326038.jpg ;9.74851;0.70117
33066.jpg  ;11.7229;0.70906
35008.jpg  ;13.6043;0.8708
35010.jpg  ;12.2514;0.75499
35058.jpg  ;19.6038;0.85336
35070.jpg  ;13.8337;0.83113
35091.jpg  ;12.0017;0.72465
353013.jpg ;4.45851;0.5985
361084.jpg ;11.7668;0.82575
365025.jpg ;9.4695;0.85703
365073.jpg ;9.76183;0.94719
368016.jpg ;11.6894;0.87992
368078.jpg ;11.9965;0.92726
370036.jpg ;12.3124;0.74031
372047.jpg ;12.4142;0.99202
374020.jpg ;13.9232;0.89897
374067.jpg ;14.7263;0.98799
376001.jpg ;9.68329;0.91355
376020.jpg ;13.4947;0.93701
385028.jpg ;12.5739;0.829
388016.jpg ;7.58202;0.69197
4.1.01.tiff;8.80059;0.70529
4.1.02.tiff;0;0
4.1.03.tiff;12.5464;0.71133
4.1.04.tiff;14.8229;0.97458
4.1.05.tiff;13.1324;0.75097
4.1.06.tiff;12.6941;0.74139
4.1.07.tiff;13.632;0.7913
4.1.08.tiff;13.4903;0.79645
4.2.01.tiff;12.9845;0.73159
4.2.03.tiff;12.6925;0.87192
4.2.05.tiff;13.8302;0.7963
4.2.06.tiff;15.2164;0.93211
4.2.07.tiff;12.9143;0.70373
41004.jpg  ;13.8903;0.80789
41025.jpg  ;6.9001;0.69501
42044.jpg  ;6.29115;0.90921
42078.jpg  ;4.35833;0.6879
43070.jpg  ;15.1783;0.97628
43083.jpg  ;10.7996;0.76875
45077.jpg  ;13.7269;0.82655
46076.jpg  ;13.0606;0.77793
48055.jpg  ;12.2101;0.84467
54005.jpg  ;11.4305;0.87127
55067.jpg  ;9.47995;0.97077
55075.jpg  ;11.2626;0.9807
56028.jpg  ;11.7112;0.90603
59078.jpg  ;4.53683;0.60646
60079.jpg  ;13.08;0.71605
61060.jpg  ;11.4452;0.97756
61086.jpg  ;9.9639;0.98617
65010.jpg  ;11.7593;0.73178
65019.jpg  ;10.1605;0.85514
65074.jpg  ;13.1145;0.90749
65132.jpg  ;11.8882;0.70296
66039.jpg  ;7.06895;0.74763
66075.jpg  ;17.9842;0.89741
67079.jpg  ;14.4336;0.99364
68077.jpg  ;11.9327;0.73788
71046.jpg  ;13.9654;0.96388
76002.jpg  ;11.4841;0.88522
78019.jpg  ;10.2576;0.69661
80099.jpg  ;15.9121;0.71646
8049.jpg   ;11.6895;0.84579
8143.jpg   ;11.7604;0.87921
87065.jpg  ;10.2169;0.66671
90076.jpg  ;12.041;0.7291
92059.jpg  ;15.8832;0.88347
94079.jpg  ;10.3964;0.69711
95006.jpg  ;11.662;0.82945
97017.jpg  ;10.8625;0.67554
house.tiff ;13.3696;0.80611
screen1.jpg;9.35165;0.9928
screen2.png;12.4416;0.78832
screen3.jpg;2.29704;0.81688
screen4.jpg;13.1089;0.90576
screen5.jpg;16.3259;0.92101
